date;dr_high;dr_low;idr_high;idr_low;dr_open;dr_close;greenbox;dr_range;session_high;session_low;session_body_high;session_body_low;session_close;breached_dr_high;breached_dr_low;closed_above_dr_high;closed_below_dr_low;dr_confirmed;dr_true_close;dr_true_wick;up_confirmation;down_confirmation;breakout_time;breakout_window;dr_upday;dr_true;close_outside_dr;pre_conf_min;pre_conf_max;after_conf_min;after_conf_max;max_retracement_value;max_expansion_value;max_retracement_time;max_expansion_time;retrace_into_dr;expansion_window;retracement_window;expansion_level;retracement_level;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level
2023-09-18;1.2402199999999999;1.23916;1.24011;1.2392;1.2392;1.23969;true;0.00106;1.24041;1.23861;1.24027;1.2387299999999999;1.23937;true;true;true;true;true;false;false;1694999100000000;1695000600000000;1694999100000000;10:00 - 10:30;true;false;false;1.23957;1.24032;1.23861;1.24038;1.24006;1.24038;1694999400000000;1694999400000000;true;10:00 - 10:30;10:00 - 10:30;1.1;0.9;1.2;-0.5;0.1;0.5;0.2;-0.5;1.2
2023-09-19;1.23912;1.2382;1.23893;1.23821;1.23833;1.2386;true;0.00092;1.23879;1.23718;1.23866;1.23741;1.23741;false;true;false;true;true;true;true;;1695084000000000;1695084000000000;09:30 - 10:00;false;true;true;1.23818;1.23879;1.23718;1.23837;1.23837;1.23718;1695084600000000;1695101100000000;true;14:00 - 14:30;09:30 - 10:00;-1.1;0.1;-1.2;0.1;0.1;0.4;-0.9;-1.2;0.6
2023-09-20;1.23943;1.23875;1.23931;1.23884;1.2393;1.2391699999999999;false;0.00068;1.23948;1.23821;1.23935;1.2383;1.2391;true;true;false;true;true;true;false;;1695172800000000;1695172800000000;10:00 - 10:30;false;true;false;1.2385599999999999;1.23948;1.23821;1.2393399999999999;1.2393399999999999;1.23821;1695175200000000;1695181500000000;true;12:30 - 13:00;11:00 - 11:30;-0.7;0.8;-0.8;0.8;0.8;0.6;0.5;-0.8;1.0
2023-09-21;1.2332;1.23189;1.2332;1.23203;1.2332;1.23203;false;0.00131;1.2325;1.23041;1.23235;1.23056;1.23197;false;true;false;true;true;true;true;;1695256500000000;1695256500000000;09:30 - 10:00;false;true;false;1.23179;1.23205;1.23041;1.2325;1.2325;1.23041;1695261900000000;1695264000000000;true;11:30 - 12:00;11:00 - 11:30;-1.1;0.4;-1.2;0.4;1.0;0.1;0.0;-1.2;0.4
2023-09-22;1.22938;1.22823;1.22928;1.22834;1.22895;1.22834;false;0.00115;1.22893;1.22727;1.2288;1.22739;1.22844;false;true;false;true;true;true;true;;1695344400000000;1695344400000000;10:00 - 10:30;false;true;false;1.22814;1.22893;1.22727;1.22881;1.22811;1.22727;1695345000000000;1695347400000000;false;10:30 - 11:00;10:00 - 10:30;-0.8;-0.2;-0.9;0.5;0.6;0.0;0.1;-0.9;0.6
2023-09-25;1.22457;1.22401;1.2244599999999999;1.22404;1.22422;1.2244599999999999;true;0.00056;1.22495;1.22365;1.22485;1.22373;1.22408;true;true;true;true;true;false;false;1695603000000000;1695606000000000;1695603000000000;09:30 - 10:00;true;false;false;1.2242;1.22458;1.22365;1.22495;1.22461;1.22495;1695603300000000;1695603300000000;false;09:30 - 10:00;09:30 - 10:00;1.6;1.1;1.7;-0.6;0.4;0.9;0.2;-0.6;1.7
2023-09-26;1.22151;1.22072;1.2214099999999999;1.22075;1.22132;1.22075;false;0.00079;1.22096;1.21934;1.22087;1.21946;1.21974;false;true;false;true;true;true;true;;1695688200000000;1695688200000000;09:30 - 10:00;false;true;true;;;1.21934;1.22096;1.22096;1.21934;1695689100000000;1695697800000000;true;12:00 - 12:30;09:30 - 10:00;-1.7;0.3;-1.8;0.3;0.7;0.0;-1.3;-1.8;0.3
2023-09-27;1.21528;1.21447;1.21507;1.21457;1.21494;1.2147;false;0.00081;1.21574;1.21353;1.21547;1.21387;1.21445;true;true;true;true;true;false;false;1695778200000000;1695775500000000;1695775500000000;09:30 - 10:00;false;false;true;1.2144;1.21481;1.21353;1.21574;1.21574;1.21353;1695779700000000;1695792000000000;true;14:00 - 14:30;10:30 - 11:00;-1.1;1.5;-1.2;1.5;0.5;0.2;-0.1;-1.2;1.5
2023-09-28;1.21414;1.21323;1.21406;1.21342;1.21342;1.21406;true;0.00091;1.21457;1.21301;1.21454;1.21302;1.21446;true;true;true;true;true;false;false;1695862200000000;1695869400000000;1695862200000000;09:30 - 10:00;true;false;true;1.21382;1.21416;1.21301;1.21457;1.21301;1.21457;1695874200000000;1695878400000000;true;14:00 - 14:30;13:00 - 13:30;1.4;-0.2;1.5;-0.2;0.3;1.0;1.4;-0.2;1.5
2023-09-29;1.22064;1.22026;1.22053;1.22028;1.22047;1.22033;false;0.00038;1.22283;1.21959;1.22274;1.21981;1.22214;true;true;true;true;true;false;false;1695949800000000;1695947400000000;1695947400000000;09:30 - 10:00;false;false;false;;;1.21959;1.22283;1.22049;1.21959;1695947700000000;1695948600000000;true;09:30 - 10:00;09:30 - 10:00;-1.7;0.6;-1.8;6.7;0.5;0.1;4.9;-1.8;6.7
